	tweets	class
9596	LOLTOMINO at its best/worst! Ep 8 Laura's Cow I fucking lol'd. It's Monster that's giving me the most awesomeness though.	2
9597	That really really sucks. I can't believe they do that to you. I mean  you SHOULD get those games in particular. Crazy.	2
9598	DRAKE BELL IS NOT A DICK.	2
9599	And after that you all eat apple pie and drink grape juice.  Why? Who the fuck knows.  Essay = complete.	2
9600	I am also a grown ass man	2
9601	"...aka my son."" Lol damn u twitter limit"	2
9602	I'll hate it  because I've been using 55N-40W-170N-OliveW to get to work every morning. Now it'll be back to using 270N  ick.	2
9603	My poor mom works w/ people like that  & she's highly sensitive to perfumes - has had to leave work a few times b/c of it. Sucks!	2
9604	You're not a scrawny nerd! :)	2
9605	"OK  I have their bare bones (slowest) ""highspeed"" internet now  & it's apparently all I can get. It sucks - I wanna go fast!"	2
9606	They kicked ass  huh?! Such a great show! Can't wait to see your vids & pics!	2
9607	damn girl.  how many vodkas total?  :)	2
9608	THIS is why i hate the snow!!!!!!!!!!!!!!	2
9609	I am in Salem  grew up in portland and HATE the seahawks... i cheer for them if it makes others happy and i don't like their opponent:)	2
9610	that's about what I can do  as I'm going to the gym and working out drunk really sucks.	2
9611	i have to work tomorrow  too.Lucky you! Everyone here sucks.How do they do this routine for 30 yrs?!	2
9612	yeh It's happened 2 times this wk.I hate the feeling of first seeing the email tho.Panic. Hate assholes and hope karma works.	2
9613	The nerd store? For nerds?	2
9614	;) I'm more of a Doc Ock girl myself. And yeah  nerd alert - I'd kill for Dr. Horrible underwear. Boyshort girl underwear.	2
9615	"Really? wow! Avril  she sucks. LOL! I bet that was the best NIN concert this year since it being the ""last""."	2
9616	MSI kicks ass! Seen them twice. Speaking of bands  the Bloodhound Gang will be a few bands b4 NIN on the Australia festival thing	2
9617	Can I just tell you how many times I was called that as a (fat) kid? You may call me Kenny. Please!	2
9618	much fun was had.  i'm fat and happy and will sleep well with images of movement and dave dancing in my head.  lol!	2
9619	gewoon kutavond en toen kon ik ook nog niet slapen de hele fucking nacht  dus ik ben maar gelijk doorgegaan naar werk vanmorgen.	2
9620	...yeah that sucks...try www.cdw.com... free tech support for 5 years after purchase. for a new drive!	2
9621	damn then I wish I could make it better for you... if you want someone to talk to  then I am here for you... just let me know.	2
9622	If I told you you would freak.   Let's just say.   Not long.	2
9623	I too have taken the megabus and it was cheap and great! (Damn transporation snobs!)	2
9624	well @askfrasco is  still trying to figure out how to get my ass to UK in Jan! need a business angle!	2
9625	Damn Right. I don't even like that question on surveys. It shouldn't fucking matter.	2
9626	Why/how the fuck am I ranking above Fleshbot? Something's not right - maybe because you left. :) http://is.gd/a3Ah	2
9627	I just hate it when you pay extra for a *premium* service (eg. speedier) and what you get is &lt;shit service. Shoddy.	2
9628	Oh yes  we have a little snow as well. I love the snow but hate feeling cold.	2
9629	That sucks man. Especially when you rely on your connection for work. Been there  done that  got the t-shirt.	2
9630	Sure have. It sucks and I'm not on chronic meds which thankfully keep it under control.	2
9631	It's not OCD. I do it constantly to anything I read that has typos in it. And I really hate it when I realize I've done it too!	2
9632	I knew they were night owls  but damn it's late.  Glad it's something nice like reading and not craziness.	2
9633	yah  I hate this weather too. gimme warm sunshine plse	2
9634	same. damn snow	2
9635	Yea  its this curse I have. I hate it  because I'm not a huge ditz but I come off as one when stranded on the side of the road!	2
9636	i have a little more money than that  but not really very much. Paying for shit sucks.	2
9637	Hmm. Fine then. RAIN! I HATE YOU! NEVER RAIN AGAIN!	2
9638	Totally agree! I'm just a freak that worries if my dog is content. He's all I have to focus on obviously :)	2
9639	No you are not  I love my routine and I hate disturbance  tis why I am getting a new office  wife just started working from home.	2
9640	I realize that  but how do you light something with olive oil and no flame? lol  just being a smart ass.	2
9641	I am getting the royal rigga-ma-rool on it. Called CS  sent email  we'll see. Buts it's all automated now and CS just sucks!	2
9642	true.  I love looking for deals  being frugal  negociating  etc...but hate doing budgets!	2
9643	Fat Ladies ... England ... yeah I hear ya ... *giggle* ......... (was that unfair??)	2
9644	All deaf. too fat .... LOL	2
9645	@jjprojects & any 1 else who cares 2 read (cont. -&gt;) & the rest of them (Garrett??) - there's no more time left 2 fuck around	2
9646	damn herb you yelp A LOT. i looked up your yelp profile hehe.	2
9647	parking sucks at that one  someone check out if the dt one is even cluck u  its prolly faggoteaters now too	2
9648	Consider the good mojo sent.  I hate IEP meetings.	2
9649	Oh now you gone and done it  jules is turning on the damn devil machine I'll have her text ya	2
9650	"""Aww fuck"" she said...is that mean all's well in some alien Wii speak?"	2
9651	it keeps demanding that your Wii and our Wii aren't friends. So she deleating your ass...and maybe if your nice she will try again	2
9652	i hate pornotube! youporn and pornhub.	2
9653	damn male best friends!	2
9654	oooh  you scandalous whore. I just hardcore need someone to make out with. I'd hit up the ex but she's still in love with me.	2
9655	you all are just amazing  thanks for making such a KICK ASS platform! Keep on rockin' the casba!	2
9656	"request the cancellation of our account and was told to call 1-800-Comcast-Sucks while your analyst ""has left the room"" :( :("	2
9657	Wondering if the time has come for Wikipedia to be kick out of the top 10. Sucks that Google is being economical w/ natural search	2
9658	"I will stick with the wine  yet ""try"" to adapt to some semblance of moderation - but damn that's a tough goal  Ha!"	2
9659	LACEY'Z A BITCH WTF LOL	2
9660	Aw  f**k. That sucks.	2
9661	@pokecheck Cheers! *raises glass* ...damn  I need another.	2
9662	because they're idiots who don't even know how to do their own jobs. I hate centrelink!!!	2
9663	omg srsly? *hate* meantime @tetris_jeff suggests she should ask sarah. kill me now. rly	2
9664	I WAS SLEEPING FUCK OFF	2
9665	i really hate rss now. sometimes i think the problem could be solved by shifting feed readers but it's more pernicious than that	2
9666	Make It Rain (remix) - Fat Joe ft. Lil' Wayne  R. Kelly  Baby  T.I.  (some rapper I never heard of)  and Rick Ross #rainsongs	2
9667	I hate to ask I should go read more. Coaching for you or do you do coaching?	2
9668	" as you should  she did a good job. I once wrote a paper in college ""Breeding Hate"" I see that theory backed up more & more."	2
9669	it was until now. everyone came back from holidays. i've only got one #gcpets client now. damn.	2
9670	@anthonyvoedin @bratzgames --- Reported Web Forgery! FUCK OFF! Stop DM-ing me. &lt;3 Firefox 3 protection !!! :-)	2
9671	damn  I didn't even know they had that. But you can go to borders or that newsstand spot in the mall to get that esquire	2
9672	That's why I'm glad I didn't have to be on campus today. I hate the nice sheen of ice that seems to have covered everything.	2
9673	Damn I need more DRM free music so I can stream. At least I got pandora radio.	2
9674	see he's a bad ass & I always go for the bad ass guy	2
9675	my anniversary's tomorrow. I've BEEN that same crazy bitch for 5 yrs tomorrow  lol.	2
9676	"rat bastages. Then they use the inflated rents to claim ""we're charging fair market value!"" Fair my generously portioned ASS."	2
9677	dammit!! I hate twitter. Its messing up my piano flow!	2
9678	know the feeling  it sucks... hang in there.	2
9679	"just this guy in my year who decided he hates me because i'm a ""tryhard poser"" when hes never had a proper conversation with me"	2
9680	*sigh - I miss Fat Witch Bakery.  Or at least I miss NYC.	2
9681	you coming to fat cat?if anyone needs a martini  it's you!	2
9682	That sucks.	2
9683	oh I'm sayin I haven't found it when I've searched :( it's so damn funny	2
9684	people who u like  people who yu hate  people who are loved and watched from different types of countries  relationships!	2
9685	Yeah but that four bucks is delicious. McD's coffee drink SUCKS!	2
9686	" Hate it when that happens. ""lost someone"" My followers keeps going 202  201...24 hours now. lol"	2
9687	have you had New Belgium's (Fat Tire maker) Frambozen? It's way good.	2
9688	 Crap  I'd better get my ass in gear.... you're catching up to me!	2
9689	I agree. I hate the trend I see in which I get a generic DM after I follow someone. It's like an anti-welcome.	2
9690	Aww  Andrew  Ass Machine Teapot is just adorable for a Brit. You look fab  BTW. B sure 2 follow @mariathemuse from AoA group!	2
9691	I dont know man. Theres a ton of them now and its so stupid. But cant hate b/c the top one is making crazy money.	2
9692	OMG! haha I would not survive  I hate the cold.	2
9693	oh yes the cold is mind boggling and a big  fat drag.  I likely won't feel anything above 30 for many moons. can't wait to move.	2
9694	Awwww  that sucks!  Well  hope twitter helps!  Have you been on any forums today?	2
9695	damn your yankees! http://tinyurl.com/8vgfyp	2
9696	damn your yankees!	2
9697	- oh yeah! Actually these were done with no calories  carbs or fat! Amazing eh? :-) -http://twitpic.com/v440	2
9698	Damn John that rocks! You must love it. We do pies for Thanksgiving and cookies at Christmas. Good stuff!	2
9699	dude  that is one SLICK blazer you were sporting last night. Damn :-) - http://is.gd/bCRM	2
9700	i wish i worked at AIG. i'd be getting a swedish massage  luxury corp off-site and a big fat christmas bonus check right now.	2
9701	are you trying to say bacon sucks?	2
9702	#NAME?	2
9703	(run by NASA) is kicking some Shorty Award ass http://bit.ly/LvZW	2
9704	if you add in the massive amount of sustanol and deca hugh jackman did  the arm would grow back stronger..fuck it he'd grow 2	2
9705	dude! it's just a gay name  totally straight show.	2
9706	How the hell is Dallas fucking cold? Has anyone ever seen snow down there?	2
9707	Yeah  this global warming sucks.	2
9708	Ugh  I really really really hate NBC sometimes.	2
9709	*smack* that's what you get for inferring things... damn republicans... *ducks*   :-)	2
9710	I think a lot of people didn't come in today  so that helped.  Damn  the ice on the windows is fun... hopefully all is good later	2
9711	Ack  still no power... that sucks dude.  Hopefully it comes back soon for you!	2
9712	Yeah  most fun Miami season in a long long time.  Hate to see it end this early.	2
9713	No way  he's like a damn ghost.  I think he only exists AT Lotusphere...	2
9714	That sucks.  Hope that gets resolved quickly for you.	2
9715	Damn..you have an excuse then.... I'm just wating on an instance to start......	2
9716	"Dick Clark once asked my mother out on a date when she was 17.  He was a movie theater usher.  She said  ""No!"""	2
9717	Nah  it was the review of that Clipse mixtape that just dropped. Tom Breihan is a dick.	2
9718	I hate that! Hopefully people see through that kind of nastiness.	2
9719	must have gotten sometime off with all that Twittering going on. It's about damn time.	2
9720	getting up at 5am to BBQ a full pig all day for annual New Year party at friends.  Nothing like fresh pig right off the grill. oh ya	2
