	tweets	pos	neg	class
20305	Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes	0.0	0.512	1
20306	Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes	0.0	0.475	1
20307	Sydney on this hoe asking dumb ass questions	0.0	0.63	1
20308	T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch	0.0	0.526	1
20309	TK fucking money bitch	0.0	0.576	1
20310	TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch.	0.075	0.513	1
20311	TRUST ME #Seattle&gt WE GIVE #Thanksgiving it's DUE&gt A huge, flightless bird? Dream come true for European bird eaters.......	0.505	0.0	0
20312	TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt #Spartacus #Rome	0.215	0.328	1
20313	TURNT up with yo bitch in a house party	0.284	0.4	1
20314	TV makes these hoes seem more attractive. *yawns*	0.367	0.0	1
20315	TWITTER IS JUST LIKE REAL LIFE...filled with pussies.	0.288	0.0	1
20316	do NOT ever visit Easton, pburg area, theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions	0.117	0.147	1
20317	Taco Bell is super trash when you're sober	0.438	0.0	0
20318	Tail light out not giving a fuck Rollin up on a bitch wit da head lights off	0.144	0.437	1
20319	Take a bitch to Soho for some froyo, tell her she gon blow it, Romo	0.0	0.352	1
20320	Take off you fucking hoser!	0.0	0.0	1
20321	Take that and shove it up your ass,  #Yankees #DerekJeter	0.0	0.467	1
20322	Take yo bitch on a dinner date then I paint her face	0.0	0.388	1
20323	Take yo hoe ass to sleep	0.0	0.467	1
20324	Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot seemed like a no-brainer to me.	0.469	0.0	0
20325	Taking pics I'm the school bathroom is fucking stupid #retards	0.0	0.345	1
20326	Talk about me behind my back I hate that pussy shit.	0.0	0.646	1
20327	Talk about pussy power	0.0	0.0	1
20328	Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!	0.256	0.392	1
20329	Talked to Deigo last night my dawg good like that bitch Maegan	0.355	0.25	1
20330	Talkin brokanese, I took yo bitch and broke her knees	0.0	0.569	1
20331	Talking Angela is a hoe	0.0	0.0	1
20332	Talking shit like a hoe about huh so like a man ima murk you wen I see you	0.301	0.217	1
20333	Tanning with my main bitch	0.0	0.655	1
20334	Spiders arent scary, sheesh yall some pussies	0.345	0.0	1
20335	Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro	0.219	0.0	0
20336	Tattoos are about expression not meaning. One mans trash is another mans treasure	0.216	0.0	0
20337	Taught ma lil niggah how to treat a girl	0.403	0.0	1
20338	Taught me how to hate a bitch	0.0	0.882	1
20339	Taylor Swift looks like the kinda bitch you would bring home and only get a dry handjob from	0.256	0.209	1
20340	You really be fucking bitches brah?	0.0	0.528	1
20341	"""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch."	0.0	0.313	1
20342	You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life..	0.0	0.473	1
20343	Teairri Marie is crazy..The poor girl ain't do anything to her..bitter ass bird	0.191	0.207	1
20344	Team john in this bitch	0.0	0.655	1
20345	Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao	0.188	0.522	1
20346	Technology ain't doin nothing, but making these hoes look better	0.266	0.0	1
20347	Tell a bitch GTFO my face fa no reason	0.0	0.432	1
20348	Tell a hater I said fuck you tell your bitch I said fuck you	0.0	0.773	1
20349	Tell a itty bitty bitch pipe down	0.0	0.487	1
20350	Tell dem THOT bitches im NOT right !!	0.0	0.428	1
20351	Tell me that that pussy is mineeeee	0.0	0.0	1
20352	Tell that hating ass niggah to shut the fuck up	0.0	0.774	1
20353	"Tell them hoes ""I'm all friended out"""	0.351	0.0	1
20354	Tell them hoes come here , cause it look like they forgot bout me , but the fact that they aint seen me , that should say alot bout me	0.161	0.0	1
20355	Tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness.	0.0	0.275	1
20356	Tell them skinny hoes bounce, bring them thick bitches back	0.0	0.358	1
20357	Tell these hoes I love them just to fuck em	0.393	0.327	1
20358	"Tell your bae ""ho tre testicoli"" it means ""I love your eyes"" in Italian"	0.259	0.0	1
20359	Tellin me im disrespectful but i aint the one callin everybody a bitch for free	0.234	0.27	1
20360	Temples playing with my life I might be I working bitch this semester cuz I'm not paying outta pocket	0.115	0.244	1
20361	Tempted to finish every sentence I say today with yo or bitch. #BreakingBad	0.107	0.314	1
20362	Terio got all the hoes	0.0	0.0	1
20363	Text me instead of playing flappy birds #SoIKnowItsReal	0.265	0.0	0
20364	Text me nig nogs 630.362.5206	0.0	0.0	1
20365	Text me with plans nigs	0.0	0.0	1
20366	"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"""	0.108	0.289	1
20367	Text your bitch some lyrics from that new Ty Dolla $ign tape before she wake up so she'll nag you a little less today	0.131	0.317	1
20368	Texting this bitch like she main material fuck that shit ... She Finna get these youza hoe text	0.107	0.466	1
20369	Tf I'm acting like a sad ass bitch for ? Old Anthony coming back fashoo  .	0.12	0.498	1
20370	Tf bitch do mine	0.0	0.655	1
20371	Tf bitches get a couple  and be fstow	0.0	0.494	1
20372	Tf is a real twitter nigga/bitch y'all on this hoe tweekin	0.0	0.0	1
20373	Thank you Charlie #FF	0.858	0.0	0
20374	Thank you Charlie	0.714	0.0	0
20375	Thank you Charlie, Happy Thursday	0.756	0.0	0
20376	Thank you, hand out that candy Charlie	0.74	0.0	0
20377	Thanks  for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014	0.242	0.0	0
20378	Thanks Charlie	0.744	0.0	0
20379	Thanks Charlie	0.744	0.0	0
20380	Thanks Charlie, have a great evening	0.778	0.0	0
20381	Thanks for scaring the absolute fuck out of me, flatfoot. Now I look like a pussy. Fucking jerk.	0.264	0.444	1
20382	Thanks for that text... I found that hoe..	0.42	0.0	1
20383	Thanks to my nigga coco I smell good then a hoe haha finna pull allllllll the hoes, come smell a nigga	0.444	0.0	1
20384	Thanksgiving break bitches!	0.0	0.677	1
20385	Thas my bitch too	0.0	0.792	1
20386	That 'Ouija' movie look like trash	0.333	0.0	0
20387	That Larry the cucumber tweet is funny af.. But it's a bit much to  you young bitches might cry	0.139	0.335	1
20388	That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe	0.116	0.412	0
20389	That annoying moment when you have to keep removing your headphones because someone keeps talking to you.. Like move, bitch..	0.154	0.167	1
20390	That ass got a niggah hypnotized	0.0	0.467	1
20391	y'all diss hoes but praise nicki minaj everyday. I don't understand niggas man	0.385	0.0	1
20392	That ass so retarted it belongs on a short yellow bus.	0.0	0.368	1
20393	That awkward moment when #IGotDrunkAnd you're still an ugly hoe	0.0	0.45	1
20394	That awkward moment when a hoe says she's not a hoe.	0.0	0.211	1
20395	That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.	0.222	0.366	1
20396	That bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool	0.22	0.314	1
20397	That beach from Greece is so beautiful  why do i live in bitch ass Virginia while people get to live around such beauty year round	0.296	0.281	1
20398	That bit Donovan got DVD's droppin and all  i see ya lha bitch	0.0	0.275	1
20399	That bitch Amanda ran away from me	0.0	0.487	1
20400	That bitch a tha tha	0.0	0.559	1
20401	That bitch better be happy about that 20$ tip.	0.493	0.284	1
20402	"Wait... """	0.0	0.0	1
20403	That bitch came flyin in !!! Lmao.	0.413	0.328	1
20404	That bitch can't touch me	0.0	0.487	1
20405	That bitch could sit on my face.	0.0	0.487	1
20406	That bitch crazzzy  #1976 pussy, #fixit !!! #Scandal	0.0	0.602	1
20407	That bitch cur my hair way to short	0.0	0.432	1
20408	That bitch got 5 million boyfriends	0.0	0.487	1
20409	That bitch got 631K followers but drive a honda	0.0	0.388	1
20410	That bitch hollerin abt fuck me nahh Fuck dat bitch!!!	0.0	0.756	1
20411	That bitch is corn fed	0.0	0.559	1
20412	That bitch is goin off off off!!!	0.0	0.7	1
20413	That bitch is hella cranky today. Someone hand her a joint.	0.246	0.292	1
20414	That bitch is lyinggggg	0.0	0.655	1
20415	That bitch just walked off all like Wtf	0.207	0.628	1
20416	That bitch mouth made the honor roll	0.291	0.345	1
20417	That bitch on qualitest , she dont act right #WiseWordsFromWebb	0.0	0.388	1
20418	That bitch said her pussy pops severely thoe	0.0	0.576	1
20419	That bitch told me to control myself, I told her to go find yourself	0.0	0.388	1
20420	That bitch want my numba, she gotta.fuck my bruda	0.096	0.537	1
20421	That bitch was worried about fines? Fuck you. My best friend got jumped by 6 cock suckers. Fines should be the least of your worries,	0.313	0.463	1
20422	That bitch you met know what I mean she don't be the same bitch a million dollars later my niggaYou feel me?	0.0	0.432	1
20423	That bitch.	0.0	0.792	1
20424	That boy has always been a pussy never been a threat!	0.38	0.0	1
20425	What Earth is this?  : NIGGA  : Rihanna prolly the sexiest bitch on Earth	0.0	0.352	1
20426	That crow has socks	0.0	0.0	0
20427	That damn lispy mouth bitch knows.good in hell well Tara wasn't a damn roommate! Damn rocks for brains man! Lol	0.227	0.456	1
20428	That depression shit trash.	0.0	0.785	1
20429	That dude RENT ain't no punk-bitch either.	0.0	0.0	1
20430	That dude from Chicago w/ the fuzzy mustache and bangs, Johnny Love, he's whack. #memoriesofidots	0.276	0.0	0
20431	That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day	0.0	0.636	1
20432	That fat bitch that's always on the phone just walked in	0.0	0.388	1
20433	That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.	0.0	0.0	0
20434	That fucking slutty beaner	0.0	0.545	1
20435	This fucked me up	0.0	0.815	1
20436	That hoe beefing over tunchi chillllll ouutttt	0.0	0.0	1
20437	That hoe out there, Fat Trel said it best.	0.457	0.0	1
20438	That hoe said...my booty on fleek lmfaooo	0.0	0.0	1
20439	That hoe was nipping	0.0	0.0	1
20440	That ios8 gon get yall bitches fucced up . Trynna hide shit	0.0	0.568	1
20441	That last tweet was just song lyrics. I don't really like bad bitches, I like pretty chicks. Bad bitches cheat too easily and too often	0.233	0.525	1
20442	That long hair doesn't cover up your redneck	0.0	0.0	0
20443	That makes you an annoying bitch. If you're out looking to be offended, you can't bitch when you're offended.	0.0	0.641	1
20444	That mocha colored chick doe&gt&gt&gt&gt think I fell in love	0.643	0.0	0
20445	That nig Darion couldn't help but act like the camera was on him... He didn't keep any composure eattin those crawfish hahaha	0.164	0.199	1
20446	That nig was a G on that E60 I would have done the same thing	0.0	0.0	1
20447	That nigga  so trash	0.0	0.0	1
20448	That nigga Tannehill trash lmao Dolphins trash	0.394	0.0	1
20449	"That nigga gucci always hits that hoe when he puts ""Rick James"" in a song, giving our nigga rick a shoutout #RIPRICK #RICKJAMESBITCH"	0.124	0.0	1
20450	That nigga john ain't ah Real older nigga Forreal.. He let Vick brotha bitch out on maplerow	0.0	0.202	1
20451	That nigga talkin like a hoe Tell that bitch nigga speak up	0.188	0.286	1
20452	That niggah is me lol TMLT	0.483	0.0	1
20453	That nigguh will never play football again	0.0	0.337	1
20454	That night cap nonsense is for the birds.!	0.0	0.428	0
20455	That old lassie in greggs is a total bitch man	0.0	0.388	1
20456	That one drunk white bitch that always instigate problems involving at least one.black dude then crys afterwards when someone gets hurt	0.0	0.486	1
20457	That other shit for the birds . Get over yo self	0.0	0.419	1
20458	#Saudi #ISIS #Syria	0.0	0.0	1
20459	That pussy best be shaved for the holidays!	0.703	0.0	1
20460	That pussy came gift wrapped	0.42	0.0	1
20461	That pussy can't be that hairy shit gotta stink lol	0.371	0.175	1
20462	That pussy crying for help	0.346	0.397	1
20463	That pussy fat whatchu feeding it?	0.0	0.0	1
20464	That pussy sooo good	0.492	0.0	1
20465	That shacking up shit for the birds, yo	0.0	0.474	1
20466	That shade of faggot clashes with your eye color.	0.0	0.468	1
20467	That shit is for the crows in wal mart parking lots	0.0	0.375	1
20468	That son of a bitch moment when you open the fridge and have no food	0.0	0.388	1
20469	That stupid bitch karma best pay up	0.284	0.581	1
20470	That vine started a coon frenzy bruh	0.0	0.315	1
20471	That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.	0.481	0.11	0
20472	That was a bitch move I pulled...probably the most heartless thing I did	0.0	0.538	1
20473	That was a solid investment of 15 mins. Cue up Frank. Yankees. Wow.	0.435	0.0	0
20474	That was almost 10 years ago. I gave ALL them bitches away... or they were stolen...	0.0	0.415	1
20475	That was deep.... like yo mommas pussy deep.	0.263	0.0	1
20476	That was my faggot rant for the night.	0.0	0.773	1
20477	That was not good times! Starting the mickey mouse club soon!	0.332	0.0	0
20478	That was trash. I'm just gonna put my phone down. Goodnight	0.0	0.0	0
20479	That would be so weird and uncomfortable working at one of those whore coffee stands.Like I would freeze my ass off, those bitches get naked	0.046	0.611	1
20480	That'd been a ghetto little meal	0.0	0.0	0
20481	That ain't my hoe.	0.0	0.0	1
20482	That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts	0.0	0.161	1
20483	Seriously?	0.0	1.0	1
20484	That's a mighty big bitch in the Saran Wrap dress lol.	0.206	0.279	1
20485	That's all I'm saying you hoe ass niggas.	0.0	0.541	1
20486	white people gay.	0.0	0.0	1
20487	That's how you know who be lying about getting in the pussy..talking about tasting like water and fruit and shit..tf is that?	0.168	0.228	1
20488	That's how you let the beat build bitch.	0.0	0.432	1
